,generation,population_size,best_fitness,avg_fitness,worst_fitness,duplicates,mutations,crossovers,test_fitness
0,0,99,0.9628415288508412,1.4236408750806278,18.692517577810463,0,8,13,0.38519571846904815
1,1,99,0.9209050135634232,1.1754877002058028,1.3169210103066467,22,22,13,0.38519571846904815
2,2,99,0.9209050135634232,1.177226116088492,1.5536365145293904,10,23,12,0.38519571846904815
3,3,99,0.9209050135634232,1.148634110459402,1.3044339677771297,13,14,14,0.38519571846904815
4,4,99,0.9209050135634232,1.1236767365617217,1.3387067683238394,13,14,14,0.38519571846904815
5,5,99,0.7899856754721891,1.0948057127234692,1.4621890674213867,20,15,15,0.38519571846904815
6,6,99,0.7899856754721891,1.0553894319362607,1.3247986855538993,18,19,15,0.38519571846904815
7,7,99,0.7795623700137072,1.020528291469745,1.2726096895840366,16,19,17,0.38519571846904815
8,8,99,0.7656618610709068,1.0069103172905338,1.4439496286855855,11,17,17,0.38519571846904815
9,9,99,0.7474952487600846,0.9711784529061839,1.201494923647643,10,19,11,0.38519571846904815
10,10,99,0.7474952487600846,0.9661515221715349,1.428914791235287,8,12,19,0.38519571846904815
11,11,99,0.6986945644844925,0.9343171529817198,1.259402250231811,13,14,8,0.38519571846904815
12,12,99,0.6215340755135166,0.9069459512735122,1.3752829108445344,23,19,9,0.38519571846904815
13,13,99,0.6215340755135166,0.9026825670126037,1.2616157958016383,16,19,13,0.38519571846904815
14,14,99,0.6143291625317856,0.8583770212549524,1.2800414092260974,16,18,15,0.38519571846904815
15,15,99,0.6143291625317856,0.8605426767766233,1.3979039774175188,15,19,16,0.38519571846904815
16,16,99,0.6143291625317856,0.8038552943788724,1.2621549959807952,14,16,14,0.38519571846904815
17,17,99,0.6143291625317856,0.7844141360047023,1.2365081331236398,18,15,13,0.38519571846904815
18,18,99,0.6095679179094903,0.791530063572826,1.4847855189810868,20,16,21,0.38519571846904815
19,19,99,0.3754125868721381,0.7808860546950931,2.109166313384596,14,10,19,0.38519571846904815
20,20,99,0.3754125868721381,0.7662898670258413,1.7692855409258639,15,14,19,0.38519571846904815
21,21,99,0.3754125868721381,0.7243882124523445,1.5239373850082771,7,13,13,0.38519571846904815
22,22,99,0.3754125868721381,0.7056887687686129,1.4732263697790737,21,11,14,0.38519571846904815
23,23,99,0.3754125868721381,0.6706854220080508,1.850837880477256,28,17,12,0.38519571846904815
24,24,99,0.3754125868721381,0.6205911246355291,1.3752829108445344,22,17,14,0.38519571846904815
25,25,99,0.3754125868721381,0.6034946459515597,1.3477047659016068,13,11,16,0.38519571846904815
26,26,99,0.36938291957634434,0.5710075568532486,1.6216231997216957,19,18,18,0.38519571846904815
27,27,99,0.36938291957634434,0.5390252960334029,1.4534458801723513,17,17,9,0.38519571846904815
28,28,99,0.35262134970355113,0.5031497037539227,1.0246328623964633,26,11,14,0.38519571846904815
29,29,99,0.35262134970355113,0.49123123399276136,1.1330364296619353,27,15,21,0.38519571846904815
30,30,99,0.35262134970355113,0.4703031375877589,1.428887112169685,20,14,11,0.38519571846904815
31,31,99,0.35262134970355113,0.4707455790597506,0.9819460690618967,22,22,17,0.38519571846904815
32,32,99,0.35262134970355113,0.47737594465363187,1.5365744382439384,14,15,16,0.38519571846904815
33,33,99,0.35262134970355113,0.4715983565026014,0.9410532548924343,20,16,16,0.38519571846904815
34,34,99,0.35262134970355113,0.43644320545189946,0.8281671555713006,19,12,18,0.38519571846904815
35,35,99,0.35262134970355113,0.4412493985322531,1.3027461456693876,22,14,18,0.38519571846904815
36,36,99,0.35262134970355113,0.4384485805771384,1.2299066728223893,20,14,9,0.38519571846904815
37,37,99,0.35262134970355113,0.4488517278512742,1.0457793659675274,26,18,12,0.38519571846904815
38,38,99,0.35262134970355113,0.44231955235473863,0.8913004673667815,25,12,15,0.38519571846904815
39,39,99,0.35262134970355113,0.4363741521205863,0.9326100979595798,30,16,12,0.38519571846904815
40,40,99,0.35262134970355113,0.42901448475467974,0.9410532548924343,29,16,10,0.38519571846904815
41,41,99,0.35262134970355113,0.4421308194006429,1.3293951694033534,30,14,12,0.38519571846904815
42,42,99,0.35262134970355113,0.4566491739136065,0.9410532548924343,32,20,15,0.38519571846904815
