,generation,population_size,best_fitness,avg_fitness,worst_fitness,duplicates,mutations,crossovers,test_fitness
0,0,99,0.9078157127536838,1.851216036677076,30.153767413271943,0,19,42,0.8476779321326531
1,1,99,0.9078157127536838,1.3021942638413555,8.86074755385968,0,11,45,0.8476779321326531
2,2,99,0.9078157127536838,1.3917778405428283,3.724435913844892,0,15,45,0.8476779321326531
3,3,99,0.9078157127536838,1.730999297182099,24.75199232094312,1,15,43,0.8476779321326531
4,4,99,0.9078157127536838,1.67852054462137,36.58768650537694,1,14,43,0.8476779321326531
5,5,99,0.9078157127536838,1.516140786708066,5.592710091870611,0,12,42,0.8476779321326531
6,6,99,0.9078157127536838,1.4811795558830643,5.170737437037832,2,20,43,0.8476779321326531
7,7,99,0.9078157127536838,1.4599459942298814,12.040995082149443,0,18,44,0.8476779321326531
8,8,99,0.9078157127536838,3.5472076215767094,197.4281249360248,1,17,43,0.8476779321326531
9,9,99,0.9078157127536838,1.2853459087927066,2.3057396265314853,0,18,44,0.8476779321326531
10,10,99,0.9078157127536838,1.2466262464108255,3.3136344777227213,0,12,44,0.8476779321326531
11,11,99,0.9078157127536838,1.342409838447625,4.733714658772258,3,19,46,0.8476779321326531
12,12,99,0.9078157127536838,1.3208648422618585,4.995940018109869,0,17,40,0.8476779321326531
13,13,99,0.9078157127536838,1.3048812546890713,5.2585658251627905,4,9,46,0.8476779321326531
14,14,99,0.8168271404368074,1.5047040616880865,14.995135047707693,1,15,43,0.8476779321326531
15,15,99,0.8168271404368074,1.2744582600953762,3.1965672327333547,2,12,45,0.8476779321326531
16,16,99,0.8168271404368074,1.3492236665005064,6.455706260460355,0,15,45,0.8476779321326531
17,17,99,0.8168271404368074,1.2282089989551925,2.418941468023969,0,16,45,0.8476779321326531
18,18,99,0.8168271404368074,1.2539257768369385,2.6514816621631274,0,12,41,0.8476779321326531
19,19,99,0.8151918302333951,1.2736400020939804,6.774966036531263,2,18,41,0.8476779321326531
20,20,99,0.8151918302333951,1.202889364238429,1.7431266632896443,2,12,46,0.8476779321326531
21,21,99,0.7980015317637957,1.293760173521452,5.447953715809325,0,13,43,0.8476779321326531
22,22,99,0.7980015317637957,1.2078033144397984,3.05250062468231,2,13,48,0.8476779321326531
23,23,99,0.7970581834847661,1.374804828612537,12.325269271538584,0,16,46,0.8476779321326531
24,24,99,0.7970581834847661,1.1619037143525046,4.321312269474346,1,13,43,0.8476779321326531
25,25,99,0.7955450431909779,1.1593592329721767,4.553694108126601,2,16,41,0.8476779321326531
26,26,99,0.7794191116247586,1.5321280535935864,16.144082119771333,0,17,47,0.8476779321326531
27,27,99,0.7559910214945724,1.5721746384315407,25.395703096742352,1,17,46,0.8476779321326531
28,28,99,0.7559910214945724,1.213745489917339,5.517556993583314,0,13,42,0.8476779321326531
29,29,99,0.7559910214945724,1.2793501283617208,6.981686580285046,0,9,44,0.8476779321326531
30,30,99,0.7559910214945724,1.1457694584375557,4.668611656274932,1,12,45,0.8476779321326531
31,31,99,0.7559910214945724,1.3025545389381847,6.645676599765886,1,17,43,0.8476779321326531
