,generation,population_size,best_fitness,avg_fitness,worst_fitness,duplicates,mutations,crossovers,test_fitness
0,0,99,0.8247940926832299,22941.932602774752,2268570.507604919,0,8,24,0.703182545227054
1,1,99,0.8247940926832299,6.178816330436806e+22,6.117028167132438e+24,15,8,31,0.703182545227054
2,2,99,0.8180016074279656,1.09887879715812,1.549514699194749,11,8,31,0.703182545227054
3,3,99,0.8180016074279656,1.0320963339680174,1.2258038489792202,9,6,37,0.703182545227054
4,4,99,0.8180016074279656,25331933.885774273,2507860749.4555397,5,6,39,0.703182545227054
5,5,99,0.8117098593328739,0.9333314711057117,4.426870272987535,1,10,34,0.703182545227054
6,6,99,0.8028717445961056,0.8667369161190135,1.417203264562527,7,6,31,0.703182545227054
7,7,99,0.7854998164123507,0.8502557880946368,1.2700349426808923,6,7,26,0.703182545227054
8,8,99,0.7583662253430111,5762.979870059066,570453.2525155871,10,12,29,0.703182545227054
9,9,99,0.7387282951279669,1.3151879828787816,46.91773723345698,5,7,34,0.703182545227054
10,10,99,0.7387282951279669,5.65963039422696,478.3772713587478,2,6,36,0.703182545227054
11,11,99,0.7079724563702885,0.8362328926187537,1.3308258183753359,2,11,30,0.703182545227054
12,12,99,0.7079724563702885,0.8212886589470868,1.9136863011845966,7,12,34,0.703182545227054
13,13,99,0.7004942969350337,0.8227662275823211,2.3910050862387715,7,4,28,0.703182545227054
14,14,99,0.7004942969350337,5762.974359950387,570453.3017130218,14,7,34,0.703182545227054
15,15,99,0.6376611496482102,0.8309784529615633,2.4193696217870015,8,7,32,0.703182545227054
16,16,99,0.6376611496482102,0.8175226320324291,4.61778534424013,10,6,26,0.703182545227054
17,17,99,0.6376611496482102,0.8296432933813966,2.9426790480823217,12,6,29,0.703182545227054
18,18,99,0.6191379281964413,0.8515022066489857,4.47776868735051,14,7,36,0.703182545227054
19,19,99,0.6082881720166041,0.9094794385085144,4.18550113727071,6,12,28,0.703182545227054
20,20,99,0.5563275454629981,0.8239518136782945,4.342844075439061,9,9,27,0.703182545227054
21,21,99,0.5563275454629981,9.795367436536525,885.2049090624081,9,6,33,0.703182545227054
